类别	原文	出处	不翻译原因
界面词/杂项(口径不译)	~INPUT_MOUSE_RMB~ + ~MOUSE~	本体/MAIN/Key:e439a333	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Airport	本体/MAIN/Key:9e0897dd	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Previon	本体/MAIN/Key:546da331	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	mph	本体/MAIN/Key:0e1f1422	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Somebody	本体/MAIN/Key:1f6ea856	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Boss	本体/MAIN/Key:20ddcb33	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	CTRL+V	本体/MAIN/Key:8cfdc23d	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	CTRL+X	本体/MAIN/Key:145a294a	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	CTRL+C	本体/MAIN/Key:5d20ad7c	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	SIXAXIS	本体/MAIN/Key:86edbcb8	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Arms	本体/MAIN/Key:ebea0878	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Face	本体/MAIN/Key:a6b3d98d	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	WEB	本体/MAIN/Key:d40ed775	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Video	本体/MAIN/Key:3470283b	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	~z~Smack	本体/MAIN/Key:17778c5c	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	~z~Piswasser	本体/MAIN/Key:37bcfd2e	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	~z~Piswasser,	本体/MAIN/Key:05395fb2	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	~z~it helps your trouble	本体/MAIN/Key:3c3f4db1	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	~z~and narcotics violations	本体/MAIN/Key:e4970ad7	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	~e~ and ~e~	本体/MAIN/Key:10072055	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	~e~ and ~e~	本体/MAIN/Key:c9fefedc	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	SUN	本体/MAIN/Key:acb429ca	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	LOW	本体/MAIN/Key:0b57b8ec	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	BOB	本体/MAIN/Key:159ad8e0	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	TOM	本体/MAIN/Key:10eb4e03	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	LEO	本体/MAIN/Key:8743ce1e	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	RAY	本体/MAIN/Key:4ba33f1a	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	SoBoHoe	本体/MAIN/Key:f9b5adcc	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Dummy	本体/MAIN/Key:5384d12a	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	PlayboyX	本体/MAIN/Key:f4081796	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Whiz	本体/MAIN/Key:a41d1c4b	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	meTV	本体/MAIN/Key:d9308679	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Bassmatic	本体/MAIN/Key:5dd76f2b	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Tonight	本体/MAIN/Key:0ff156ac	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Withheld	本体/MAIN/Key:fd069a93	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	VIP	本体/MAIN/Key:2347c575	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Engaged	本体/MAIN/Key:3de4ab50	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	TrueSkill	本体/MAIN/Key:dc07f3d1	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Deathmatch	本体/MAIN/Key:7baf1ffc	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Race	本体/MAIN/Key:feacd4e9	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Deathmatch	本体/MAIN/Key:18240fcf	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Race	本体/MAIN/Key:a89eb0be	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Max	本体/MAIN/Key:7e707cfa	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Joined	本体/MAIN/Key:85b41e17	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Spawned	本体/MAIN/Key:501c70e0	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Died	本体/MAIN/Key:4666895b	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	Suggests	本体/MAIN/Key:5f4f7751	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	murdered	本体/MAIN/Key:ce65b248	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	slaughtered	本体/MAIN/Key:c0a316c3	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	iced	本体/MAIN/Key:34a3fec7	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	took out	本体/MAIN/Key:1ee4d349	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	took down	本体/MAIN/Key:092f27de	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	wiped out	本体/MAIN/Key:f76e845d	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	eliminated	本体/MAIN/Key:0b46ab91	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	punished	本体/MAIN/Key:f8f586ef	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	dominated	本体/MAIN/Key:3eb89274	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	bludgeoned	本体/MAIN/Key:f0001a48	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	battered	本体/MAIN/Key:56eb681d	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	broke	本体/MAIN/Key:4c8e5363	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	beat down	本体/MAIN/Key:396a2d1b	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	pummelled	本体/MAIN/Key:27178876	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	smashed	本体/MAIN/Key:95e56610	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	cracked	本体/MAIN/Key:83bbc1bd	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	brained	本体/MAIN/Key:cca5d390	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	hammered	本体/MAIN/Key:826f3f24	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	homered	本体/MAIN/Key:a9520ce9	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	stabbed	本体/MAIN/Key:a153173a	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	butchered	本体/MAIN/Key:fb8acba8	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	spiked	本体/MAIN/Key:09d26837	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	stuck it to	本体/MAIN/Key:dc0f8cb2	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	filleted	本体/MAIN/Key:e95ea750	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	slashed	本体/MAIN/Key:37bbc415	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	striped	本体/MAIN/Key:4edd7258	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	diced	本体/MAIN/Key:211796cd	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	cut up	本体/MAIN/Key:7a5e4959	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	eviscerated	本体/MAIN/Key:8c83eda4	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	detonated	本体/MAIN/Key:3aba06cf	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	blew up	本体/MAIN/Key:34effb3b	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	blasted	本体/MAIN/Key:27155f86	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	pulverized	本体/MAIN/Key:7f530ffc	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	totaled	本体/MAIN/Key:689ee298	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	vaporized	本体/MAIN/Key:5a6e4637	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	atomized	本体/MAIN/Key:56333dc1	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	shocked & awed	本体/MAIN/Key:d01d318f	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	fucked up	本体/MAIN/Key:c15e9412	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	blitzed	本体/MAIN/Key:9d064b62	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	charred	本体/MAIN/Key:4aa5efc4	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	cooked	本体/MAIN/Key:382f4ad7	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	roasted	本体/MAIN/Key:264d2713	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	blazed	本体/MAIN/Key:14b983ec	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	ignited	本体/MAIN/Key:10e07c3a	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	flame grilled	本体/MAIN/Key:ff13d8a1	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	torched	本体/MAIN/Key:ec35b2e5	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	burnt	本体/MAIN/Key:db70115a	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	cindered	本体/MAIN/Key:5b859173	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	barbequed	本体/MAIN/Key:9170fd49	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	shot	本体/MAIN/Key:1084f5ec	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	capped	本体/MAIN/Key:de221127	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	whacked	本体/MAIN/Key:a77a23d8	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	clipped	本体/MAIN/Key:01acd83c	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	clocked	本体/MAIN/Key:97168311	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	popped	本体/MAIN/Key:6c562d8d	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	smoked	本体/MAIN/Key:ba934a0a	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	pistoled	本体/MAIN/Key:7918c712	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	deaded	本体/MAIN/Key:93c8fc72	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	pumped	本体/MAIN/Key:e88067e0	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	shelled	本体/MAIN/Key:7a2b8b34	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
界面词/杂项(口径不译)	farmed	本体/MAIN/Key:4131993d	MAIN 组界面词/设置项/统计标签类，按用户拍板口径"游戏界面/菜单文字不译"
